Name,Price,Rating,Link
Lenovo Refurbished X250 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black (6 Months WRTY),17399,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL19DH20NAFAMZ-31540447&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
"Lenovo Refurbished Thinkpad X1 Carbon - 14"" - Intel Core I7 - 256 GB SSD - 8GB RAM - Win 10 Pro (1YR WRTY)",38999,3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL1EIATBNAFAMZ-43928852&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
Lenovo XT88 Bluetooth 5.3 Earbuds Earphones Headset,1396,4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842EA1Z2KW0NAFAMZ-132511471&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
"Lenovo IdeaPad 1, Intel Celeron N4020, 8GB RAM, 256GB SSD, 14"" HD Display, Windows 11 Pro, Cloud Grey+Bag+Flash+Mouse (1YR WRTY)",33999,No Ratings,https://www.jumia.co.ke/lenovo-ideapad-1-intel-celeron-n4020-8gb-ram-256gb-ssd-14-hd-display-windows-11-pro-cloud-greybagflashmouse-1yr-wrty-275241916.html
Lenovo Refurbished Yoga 11e -x360 Touch Screen- Intel Celeron 4GB 128 GB SSD (1YR WRTY),16999,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL0NDZGBNAFAMZ-46467245&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
"Lenovo IdeaPad 1, Intel Celeron N4020, 8GB RAM, 256GB SSD, 14"" HD Display, Windows 11 Pro, Cloud Grey (1YR WRTY)",35000,5 out of 5,https://www.jumia.co.ke/lenovo-ideapad-1-intel-celeron-n4020-8gb-ram-256gb-ssd-14-hd-display-windows-11-pro-cloud-grey-1yr-wrty-275240961.html
"Lenovo IdeaPad 1, Intel Celeron N4020, 8GB RAM, 256GB SSD, 14"" HD Display, Windows 11 Pro, Cloud Grey+Bag+Woofer (1YR WRTY)",38999,No Ratings,https://www.jumia.co.ke/lenovo-ideapad-1-intel-celeron-n4020-8gb-ram-256gb-ssd-14-hd-display-windows-11-pro-cloud-greybagwoofer-1yr-wrty-275242133.html
"Lenovo Ideapad 1, Core I5-1235U, 8GB RAM, 512GB SSD, Windows 11 Pro, 14"" HD Display, Cloud Grey (1YR WRTY)",66999,5 out of 5,https://www.jumia.co.ke/lenovo-ideapad-1-core-i5-1235u-8gb-ram-512gb-ssd-windows-11-pro-14-hd-display-cloud-grey-1yr-wrty-234273069.html
Lenovo Refurbished Thinkpad Celeron - 4 GB RAM - 128gb SSD 11.6'' - Black (6M WRTY),11998,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL083N5WNAFAMZ-77861147&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
Lenovo Chromebook 100e Storage 32GB SSD EMMC / 4GB RAM WiFi - HDMI - Camera - Bluetooth Refurb (6 Months WRTY),8999,3.8 out of 5,https://www.jumia.co.ke/lenovo-chromebook-100e-storage-32gb-ssd-emmc-4gb-ram-wifi-hdmi-camera-bluetooth-refurb-6-months-wrty-250682318.html
"Lenovo Ideapad 1-12th Generation Intel Core I3-8GB RAM-512GB SSD-WIN11-14"" Display-Grey, (1YR WRTY)",43200,3 out of 5,https://www.jumia.co.ke/lenovo-ideapad-1-12th-generation-intel-core-i3-8gb-ram-512gb-ssd-win11-14-display-grey-1yr-wrty-190067873.html
"Lenovo 100e Chromebook - AMD A4 -9120C Radeon R4 - Storage 4GB RAM - 32GB EMMC - Chrome OS - 11.6"" Screen– WiFi- Refurb  (6 Months WRTY)",8999,4 out of 5,https://www.jumia.co.ke/lenovo-100e-chromebook-amd-a4-9120c-radeon-r4-storage-4gb-ram-32gb-emmc-chrome-os-11.6-screen-wifi-refurb-6-months-wrty-250659385.html
"Lenovo ThinkBook 14 G6, Core I5-1335U, 8GB RAM, 512GB SSD, 14"" WUXGA Display, Windows 11 Pro, Arctic Grey (1YR WRTY)",82999,5 out of 5,https://www.jumia.co.ke/lenovo-thinkbook-14-g6-core-i5-1335u-8gb-ram-512gb-ssd-14-wuxga-display-windows-11-pro-arctic-grey-1yr-wrty-234270079.html
"Lenovo V14 G4, Core I5-12500H, 8GB RAM, 512GB SSD, Windows 11 Pro, 14"" FHD Display, Shadow Black (1YR WRTY)",78999,2 out of 5,https://www.jumia.co.ke/lenovo-v14-g4-core-i5-12500h-8gb-ram-512gb-ssd-windows-11-pro-14-fhd-display-shadow-black-1yr-wrty-234271691.html
"Lenovo  X131e 4gb ram 128gb ssd ,windows 11pro installed activated , office 2021 activated , basic software installed+ free wireless mouse",16999,No Ratings,https://www.jumia.co.ke/lenovo-x131e-4gb-ram-128gb-ssd-windows-11pro-installed-activated-office-2021-activated-basic-software-installed-free-wireless-mouse-196588436.html
"Lenovo V14 G3-12th Gen Intel Core I5-8GB RAM-512GB SSD-14"" FHD-Black, (1YR WRTY)",78999,No Ratings,https://www.jumia.co.ke/lenovo-v14-g3-12th-gen-intel-core-i5-8gb-ram-512gb-ssd-14-fhd-black-1yr-wrty-188848710.html
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED",16499,3.6 out of 5,https://www.jumia.co.ke/lenovo-thinkpad-x260-intel-core-i5-8gb-ram-256gb-ssd-12.5-refurbished-172363965.html
"Lenovo Refurbished Thinkpad X240 Intel Core I5, 4GB RAM, 500GB HDD, 12.5'' Black + FREE Mouse",28900,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL1IWOISNAFAMZ-79075234&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
Lenovo LP5 Noise Reduction Dynamic Driver Headset Grey,1480,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842EA1AQ16PNAFAMZ-117379150&return=%2Fcatalog%2F%3Fq%3DLenovo%26page%3D1
